iter	R2	RMSE
137	0.7214199172	0.4624905842
138	0.7230086143	0.4611699443
139	0.72317322	0.4610328958
140	0.7245361727	0.4598965509
141	0.7247802549	0.4596927539
142	0.7266146361	0.4581582318
143	0.7294605802	0.4557672774
144	0.7319026463	0.4537055872
145	0.7324296972	0.4532593993
146	0.7334048843	0.4524326705
147	0.7356949061	0.4504853069
148	0.7380429279	0.4484798423
149	0.7384747034	0.4481100824
150	0.7406841899	0.4462131469
151	0.7414721695	0.44553468
152	0.7430059656	0.4442110779
153	0.743681041	0.4436272644
154	0.7451178104	0.4423821638
155	0.7472058359	0.4405664135
156	0.74803721	0.4398413629
157	0.7501674351	0.4379780919
158	0.7518078954	0.4365377893
159	0.7527814386	0.4356807798
160	0.755106463	0.4336272095
161	0.7574019167	0.431590172
162	0.7586881852	0.4304444939
163	0.7598773977	0.4293825438
164	0.7614024631	0.4280168257
165	0.7622386824	0.4272661263
166	0.7627326058	0.426822096
167	0.7646188204	0.4251221479
168	0.7649592709	0.4248145927
169	0.765871188	0.4239896885
170	0.7669356104	0.4230247961
171	0.7689724509	0.4211722504
172	0.7695306493	0.420663134
173	0.7696253816	0.4205766703
174	0.7713530591	0.4189966605
175	0.7722623881	0.4181626555
176	0.7733946483	0.4171218549
177	0.7757776363	0.414922826
178	0.777304548	0.4135076397
179	0.7775933141	0.413239458
180	0.7790786539	0.4118572395
181	0.7803730688	0.4106488969
182	0.7818897491	0.409228529
183	0.7825064443	0.4086495835
184	0.7838457546	0.4073894225
185	0.7864147455	0.4049612769
186	0.7880692036	0.4033897873
187	0.7882178128	0.4032483309
188	0.7889683997	0.4025331113
189	0.7903146574	0.4012470945
190	0.7912656376	0.400336178
191	0.7914785502	0.4001319511
192	0.7915578289	0.4000558799
193	0.7916824135	0.3999363066
194	0.7926780585	0.3989794226
195	0.7944998964	0.3972225421
196	0.794643327	0.3970838954
197	0.7956821743	0.3960782487
198	0.7961682867	0.395606794
199	0.7980337385	0.3937923518
200	0.798648032	0.3931930233
201	0.8003789996	0.3914992891
202	0.8010996127	0.3907920123
203	0.8028113365	0.3891068135
204	0.8041991632	0.3877351161
205	0.805523949	0.3864211846
206	0.8067000508	0.3852509638
207	0.8085971621	0.3833558105
208	0.8102946404	0.381652107
209	0.8117850445	0.380149942
210	0.8125644084	0.3793620596
211	0.8135416582	0.3783718102
212	0.8145139011	0.3773840558
213	0.8149083399	0.3769825859
214	0.8150444507	0.3768439497
215	0.8169023852	0.3749464165
216	0.8180777291	0.3737410473
217	0.8182806571	0.3735325414
218	0.8186273189	0.3731760816
219	0.8200096059	0.3717513273
220	0.8200453932	0.371714368
221	0.8218024578	0.3698952196
222	0.8221333114	0.3695516739
223	0.8230867542	0.3685598641
224	0.8242486135	0.3673476313
225	0.8252282955	0.3663223569
226	0.8263348191	0.3651608761
227	0.8280319943	0.3633721942
228	0.8290265579	0.362319903
229	0.830118324	0.3611612374
230	0.8308412377	0.3603919763
231	0.8317342925	0.3594393927
232	0.8329227838	0.3581677504
233	0.8335899268	0.3574519492
234	0.8348198979	0.3561284988
235	0.836484186	0.3543298531
236	0.8373051911	0.3534391971
237	0.8389957448	0.3515981174
238	0.8393497869	0.3512113293
239	0.8396286411	0.3509063833
240	0.8407574541	0.3496692323
241	0.8415242137	0.3488263804
242	0.8425965712	0.347644176
243	0.8428774922	0.3473338138
244	0.8436188426	0.3465134331
245	0.8445438341	0.3454871031
246	0.8449826637	0.3449991292
247	0.846249703	0.3435863055
248	0.8474603433	0.3422309212
249	0.8480857021	0.3415286876
250	0.8492944	0.340167297
251	0.8495886841	0.3398350109
252	0.8502926485	0.3390388197
253	0.8505016846	0.3388020374
254	0.851087688	0.3381373674
255	0.8520090305	0.3370896914
256	0.8527287036	0.336269067
257	0.8533293246	0.3355826582
258	0.8545085703	0.3342308779
259	0.8561600132	0.3323285717
260	0.8565833111	0.3318392168
261	0.8570198846	0.3313337574
262	0.8572824912	0.331029343
263	0.8582030513	0.3299600088
264	0.8597943178	0.328103355
265	0.8607462829	0.3269875838
266	0.8610892212	0.3265847016
267	0.8621245411	0.3253653865
268	0.8628917759	0.3244588442
269	0.8642801111	0.3228119562
270	0.8650036403	0.3219503434
271	0.865888365	0.3208936274
272	0.8665209525	0.3201359256
273	0.8674938111	0.3189671408
274	0.8683638539	0.3179182384
275	0.8691646502	0.3169497502
276	0.8699471327	0.3160005436
277	0.8708764407	0.3148695101
278	0.8718181667	0.3137192031
279	0.8725061512	0.3128761651
280	0.8730530703	0.3122043607
281	0.8734056981	0.3117704451
282	0.8741958348	0.3107959666
283	0.8748963369	0.3099294725
284	0.8754777863	0.3092083976
285	0.8763568699	0.3081150126
286	0.8768859754	0.3074550481
287	0.8775247486	0.3066564006
288	0.8780771311	0.3059640848
289	0.8785633776	0.3053533603
290	0.8794358202	0.3042545011
291	0.8803453875	0.303104641
292	0.880707006	0.3026462751
293	0.8820268312	0.3009674207
294	0.8832790064	0.2993659154
295	0.88435915	0.2979775202
296	0.8850919495	0.2970318993
297	0.8851251384	0.2969890002
298	0.8862785868	0.2954942183
299	0.8868993667	0.2946865961
300	0.8876079016	0.293762093
301	0.8883083977	0.2928452098
302	0.8891153848	0.2917853687
303	0.8892559774	0.29160033
304	0.8899626159	0.2906685155
305	0.8903176244	0.2901992516
306	0.8906710041	0.2897313858
307	0.8912685463	0.2889385314
308	0.8921515254	0.2877629436
309	0.8921717483	0.2877359627
310	0.8929550741	0.2866889188
311	0.8936731907	0.2857256667
312	0.8939533997	0.2853489238
313	0.8939672433	0.2853302981
314	0.8945512222	0.2845434802
315	0.8951611827	0.2837193266
316	0.8956349306	0.2830775623
317	0.8965109574	0.2818870006
318	0.8967635663	0.281542758
319	0.8975430104	0.280477908
320	0.8980832892	0.2797374189
321	0.8989999501	0.278476568
322	0.8992195974	0.2781735983
323	0.899818248	0.2773461714
324	0.9002336221	0.2767706071
325	0.9006204306	0.2762335464
326	0.9011400269	0.2755104701
327	0.9014408368	0.2750909908
328	0.9014732735	0.2750457198
329	0.9019900416	0.2743234704
330	0.9027834482	0.2732108675
331	0.9029949447	0.2729135179
332	0.9035106276	0.2721871415
333	0.9040570601	0.2714153308
334	0.9044106484	0.2709147319
335	0.9044224096	0.2708980648
336	0.9047269703	0.2704661082
337	0.9053086131	0.2696392452
338	0.9058950405	0.2688030053
339	0.9059231294	0.2687628855
340	0.9064298537	0.2680380923
341	0.906653425	0.267717683
342	0.9076824886	0.2662379179
343	0.9082199669	0.2654617596
344	0.9086375043	0.2648572352
345	0.9089987467	0.2643331009
346	0.9094179616	0.2637235473
347	0.9099859731	0.2628953832
348	0.9108731593	0.261596615
349	0.9111365287	0.2612098206
350	0.9115724569	0.2605683381
351	0.9119584191	0.2599990613
352	0.9124876147	0.2592164894
353	0.9125020945	0.2591950435
354	0.9127221738	0.2588688678
355	0.913074406	0.2583459737
356	0.9132975023	0.2580142356
357	0.9135538457	0.2576325326
358	0.9144403167	0.256308169
359	0.9148466826	0.2556987764
360	0.914963965	0.2555226276
361	0.9154158176	0.2548428432
362	0.9157504292	0.2543382697
363	0.916173695	0.2536985737
364	0.9165683277	0.2531006954
365	0.9170187209	0.2524166079
366	0.9173663655	0.2518873116
367	0.9177264515	0.2513378978
368	0.9181800703	0.2506440589
369	0.918458995	0.2502164706
370	0.9186576784	0.249911445
371	0.9188325396	0.2496426838
372	0.9190199515	0.2493543106
373	0.9195669029	0.2485107956
374	0.9197811762	0.2481795591
375	0.9205219163	0.2470310575
376	0.9206930581	0.2467649456
377	0.9215385218	0.2454460836
378	0.9220292304	0.2446773534
379	0.9226385078	0.2437195024
380	0.922807164	0.2434536905
381	0.9230973753	0.2429956199
382	0.9234851143	0.2423822601
383	0.9235008351	0.2423573589
384	0.924154421	0.2413198237
385	0.9244093708	0.2409138922
386	0.9244836375	0.2407955159
387	0.9250866333	0.2398322166
388	0.9256073875	0.2389971759
389	0.9260151167	0.2383413311
390	0.9263168814	0.2378547689
391	0.9264511518	0.2376379526
392	0.9268317383	0.2370223134
393	0.9272451832	0.236351705
394	0.9275176951	0.2359086479
395	0.9282071678	0.2347839511
396	0.9285361001	0.2342454804
397	0.9290752147	0.2333602485
398	0.9292411514	0.2330871022
399	0.929833855	0.2321088352
400	0.9304508648	0.2310860509
401	0.9312205788	0.2298037558
402	0.9317352669	0.2289423109
403	0.9320777417	0.2283673027
404	0.9327199937	0.2272850528
405	0.9329763983	0.2268515468
406	0.9335992949	0.2257949422
407	0.9339615354	0.2251782022
408	0.9342053008	0.224762222
409	0.9345020157	0.2242548433
410	0.9346579172	0.223987793
411	0.9348733893	0.223618177
412	0.9348930768	0.223584375
413	0.934898646	0.2235748122
414	0.935061709	0.2232946364
415	0.9353102711	0.2228668781
416	0.9353161301	0.2228567853
417	0.9357774495	0.2220606662
418	0.9361980663	0.2213322937
419	0.9364012021	0.2209796683
420	0.936987198	0.219959265
421	0.9374455623	0.219157797
422	0.9374800141	0.2190974382
423	0.9377214035	0.218674062
424	0.9379221121	0.2183214113
425	0.9382472758	0.2177488773
426	0.9382533354	0.2177381936
427	0.9386175144	0.217095139
428	0.9391444209	0.2161613597
429	0.9392531075	0.215968244
430	0.9397613564	0.2150628793
431	0.9397735912	0.2150410379
432	0.9399537158	0.2147192258
433	0.9403297054	0.2140459205
434	0.9405386932	0.213670757
435	0.9408747365	0.2130661254
436	0.9411889549	0.2124992064
437	0.9414473847	0.2120318062
438	0.9416683031	0.2116314313
439	0.9418368137	0.2113255261
440	0.9421764551	0.2107076095
441	0.9421918473	0.2106795634
442	0.9423625705	0.2103682363
443	0.942583244	0.2099651371
444	0.9425980121	0.2099381329
445	0.9427527965	0.2096548927
446	0.9427738468	0.2096163432
447	0.9430275336	0.2091512065
448	0.9433018498	0.2086470789
449	0.9436426518	0.2080190645
450	0.9437766554	0.2077716088
451	0.9443160175	0.2067726093
452	0.9446522006	0.206147486
453	0.9449171116	0.2056535528
454	0.9450490951	0.2054070228
455	0.9455076151	0.2045482515
456	0.9459154079	0.2037814477
457	0.9461659231	0.2033089509
458	0.9464378322	0.2027948569
459	0.9467444595	0.2022135541
460	0.9469940897	0.201739069
461	0.9471321703	0.2014761323
462	0.9475524917	0.2006736241
463	0.9479964303	0.1998225248
464	0.9482802137	0.1992765633
465	0.9483542088	0.1991339606
466	0.9484483405	0.1989524029
467	0.9487527998	0.1983640358
468	0.9489663779	0.1979502527
469	0.9493030344	0.1972962573
470	0.9495228877	0.1968679933
471	0.9496779798	0.19656532
472	0.950015029	0.1959059319
473	0.95024949	0.1954459305
474	0.9504052942	0.1951396507
475	0.9506063655	0.1947436724
476	0.9507647667	0.1944311584
477	0.9509664115	0.1940325999
478	0.9511999123	0.1935700513
479	0.9515992933	0.1927763333
480	0.95168221	0.192611137
481	0.9517673266	0.1924414103
482	0.952043208	0.1918902577
483	0.9523371257	0.1913013251
484	0.9527800422	0.1904103981
485	0.9530261335	0.1899135791
486	0.953128787	0.1897059535
487	0.9533026733	0.1893537338
488	0.9534928526	0.1889677599
489	0.9538185561	0.1883048984
490	0.9540589167	0.1878142237
491	0.9543500455	0.1872181884
492	0.9546078752	0.186688738
493	0.9546545335	0.1865927653
494	0.9550059363	0.1858683628
495	0.9551436786	0.1855836412
496	0.9552470406	0.1853696986
497	0.9554267251	0.1849971916
498	0.9556048727	0.1846271291
499	0.9559925778	0.1838191819
500	0.9561758169	0.1834360875
501	0.9561804283	0.1834264362
502	0.95654526	0.1826612569
503	0.9568359229	0.1820493337
504	0.9570461375	0.1816054909
505	0.9573370937	0.180989376
506	0.957614314	0.1804003899
507	0.9577719232	0.1800646724
508	0.9580006663	0.1795763186
509	0.9581960585	0.179158113
510	0.958473407	0.1785628112
511	0.9585325278	0.1784356574
512	0.9587052484	0.1780636589
513	0.9588434245	0.1777655003
514	0.9590418855	0.1773363813
515	0.9590609261	0.1772951563
516	0.9590840971	0.1772449759
517	0.9593093748	0.1767563582
518	0.9594439062	0.1764639203
519	0.9594589074	0.1764312814
520	0.9597838634	0.1757227687
521	0.9597982953	0.1756912362
522	0.9601317876	0.1749609972
523	0.9603449254	0.1744926946
524	0.9604643006	0.1742298557
525	0.9605004454	0.1741501942
526	0.9606090345	0.1739106494
527	0.9607996804	0.1734892892
528	0.9610561778	0.172920766
529	0.9612461833	0.1724984132
530	0.9614724743	0.1719940501
531	0.9616014898	0.171705834
532	0.9618370869	0.1711782662
533	0.961878985	0.1710842742
534	0.9620247229	0.1707569307
535	0.9621601359	0.1704522144
536	0.9623313403	0.1700661765
537	0.9625405386	0.1695932756
538	0.9627340207	0.1691547249
539	0.9629673483	0.1686243425
540	0.9629808601	0.1685935774
541	0.9632594536	0.1679579902
542	0.9634645726	0.1674884873
543	0.9635700353	0.1672465775
544	0.9636117986	0.1671506843
545	0.963731862	0.1668746984
546	0.964011872	0.1662292679
547	0.9641289253	0.1659587128
548	0.9641841395	0.1658309385
549	0.9643040483	0.1655531111
550	0.9645394238	0.165006388
551	0.9646626342	0.1647194753
552	0.9648260888	0.164338075
553	0.9648562371	0.1642676309
554	0.9650160135	0.1638937952
555	0.9652239287	0.1634060464
556	0.9653190577	0.163182397
557	0.9654699209	0.1628270859
558	0.9657216798	0.1622324136
559	0.965915931	0.1617720846
560	0.9659498377	0.1616915994
561	0.9660572719	0.1614363154
562	0.9662445676	0.1609902969
563	0.9663314618	0.1607829505
564	0.9665017669	0.1603757919
565	0.9666537148	0.1600116465
566	0.9667974116	0.1596665107
567	0.966883898	0.1594584247
568	0.9671037679	0.1589281919
569	0.9672619546	0.1585456159
570	0.9674220967	0.1581573679
571	0.9675448205	0.1578591905
572	0.9676215099	0.1576725749
573	0.967780614	0.1572847057
574	0.9678380066	0.1571445572
575	0.9680292196	0.1566767242
576	0.9681351329	0.1564169882
577	0.9682716869	0.1560814731
578	0.9684657447	0.1556034255
579	0.9686487464	0.1551512645
580	0.9688145607	0.1547404292
581	0.9689614472	0.1543755777
582	0.9689889343	0.1543072066
583	0.9691555587	0.153892097
584	0.9693500367	0.1534061757
585	0.9693572763	0.1533880572
586	0.9694511071	0.153153033
587	0.9695826658	0.1528229006
588	0.9696721707	0.1525978897
589	0.9698335182	0.1521914292
590	0.9699959344	0.1517811774
591	0.9700852347	0.1515551377
592	0.9701470181	0.1513985524
593	0.9701888435	0.1512924572
594	0.9702246778	0.1512014997
595	0.9702777308	0.1510667359
596	0.9703823311	0.1508006802
597	0.9705285763	0.1504279101
598	0.9707082021	0.1499687868
599	0.9707694393	0.1498119432
600	0.9708843389	0.1495172125
601	0.9709163116	0.1494350955
602	0.9710187635	0.1491716589
603	0.9711524417	0.1488272282
604	0.9714235516	0.1481262369
605	0.9715280969	0.147855033
606	0.9717073542	0.1473888551
607	0.9717958336	0.1471582106
608	0.9719083977	0.1468642594
609	0.9720374773	0.1465264537
610	0.9722254285	0.1460331818
611	0.9723665732	0.1456616537
612	0.9724074745	0.1455538142
613	0.9725762745	0.1451079111
614	0.9726113875	0.1450149843
615	0.9727319691	0.1446954092
616	0.9728605001	0.1443539873
617	0.9729601019	0.1440888548
618	0.9730716313	0.1437913913
619	0.9731637866	0.1435451363
620	0.9733201641	0.1431262988
621	0.9734389541	0.1428073138
622	0.9736553083	0.1422245028
623	0.9737767839	0.1418962247
624	0.9738362806	0.1417351623
625	0.9739765886	0.1413546102
626	0.973988588	0.1413220172
627	0.9741252511	0.1409502777
628	0.9742628534	0.1405749903
629	0.9743739813	0.1402711745
630	0.9744914795	0.1399492253
631	0.9745932375	0.1396698053
632	0.9747125484	0.1393414728
633	0.9748265856	0.139026928
634	0.9748435456	0.138980087
635	0.9749123945	0.1387897745
636	0.9750252978	0.1384771202
637	0.9750912058	0.1382942796
638	0.975092807	0.1382898345
639	0.9751860603	0.1380307111
640	0.9752808842	0.1377667236
641	0.9754476632	0.1373011834
642	0.9755878451	0.1369086609
643	0.9757388307	0.1364846242
644	0.9758347438	0.1362145707
645	0.9759205435	0.1359725381
646	0.9759888611	0.1357795122
647	0.9760892482	0.1354953775
648	0.9762242491	0.1351123305
649	0.9763049199	0.1348829186
650	0.9763764766	0.1346790982
651	0.9765476447	0.1341902916
652	0.9766639547	0.1338571251
653	0.9767427628	0.1336309099
654	0.9768494018	0.1333241957
655	0.9770162227	0.132842967
656	0.9770975177	0.1326078218
657	0.9771349138	0.1324995141
658	0.9772432016	0.1321853863
659	0.9773052795	0.13200497
660	0.9774099101	0.1317003241
661	0.9774861192	0.1314779868
662	0.9775492068	0.131293646
663	0.9776705097	0.1309384721
664	0.9778113332	0.1305249297
665	0.9778659958	0.1303640541
666	0.9779778235	0.1300343176
667	0.9781093673	0.1296453727
668	0.9782303851	0.1292865173
669	0.9783423495	0.128953619
670	0.9784171809	0.1287306462
671	0.9785355264	0.1283772254
672	0.9786504989	0.1280329433
673	0.9787600978	0.1277038882
674	0.9788226493	0.1275157055
675	0.9788805077	0.1273413943
676	0.9789908196	0.1270083924
677	0.9790367283	0.1268695488
678	0.9790604713	0.1267976823
679	0.9792382739	0.1262581996
680	0.9793127107	0.1260316604
681	0.9794424684	0.125635782
682	0.9795761572	0.1252266013
683	0.9796387856	0.125034454
684	0.9797078196	0.1248223115
685	0.9797909633	0.1245663303
686	0.9798420164	0.1244088879
687	0.9798763583	0.124302869
688	0.9799509455	0.1240722941
689	0.9800235247	0.1238475146
690	0.9800954725	0.123624287
691	0.9801916984	0.1233251022
692	0.9802693138	0.123083251
693	0.980328155	0.1228995833
694	0.9804490934	0.1225212204
695	0.9805347759	0.1222524489
696	0.9805809238	0.1221074457
697	0.9806734759	0.1218161138
698	0.9807747853	0.121496415
699	0.9808332265	0.1213116107
700	0.9808820281	0.121157073
701	0.9809216936	0.1210313211
702	0.9810050802	0.1207665321
703	0.9810847045	0.1205131475
704	0.9811958599	0.1201585291
705	0.9812589537	0.1199567749
706	0.981341561	0.1196921083
707	0.9813682166	0.1196065814
708	0.9814214958	0.1194354461
709	0.9814545973	0.119328999
710	0.981470683	0.1192772367
711	0.9815338867	0.119073635
712	0.981551428	0.1190170666
713	0.981603146	0.1188501255
714	0.9817181932	0.11847792
715	0.98177596	0.1182905888
716	0.9818163851	0.1181593182
717	0.9818735079	0.1179735768
718	0.9819916604	0.1175884591
719	0.9820851952	0.117282686
720	0.9821198445	0.117169212
721	0.9822759308	0.1166566721
722	0.9822870696	0.1166200093
723	0.9823363567	0.116457646
724	0.9824214606	0.1161767592
725	0.982469236	0.1160187776
726	0.9825371581	0.1157938049
727	0.9825966358	0.1155964423
728	0.9826769478	0.1153294102
729	0.9828045432	0.1149038875
730	0.9828544373	0.1147370648
731	0.9828798243	0.114652089
732	0.9829382218	0.1144563808
733	0.9829652585	0.1143656592
734	0.9830394181	0.114116446
735	0.9831200639	0.1138448171
736	0.9831855032	0.1136239285
737	0.9832681587	0.1133443126
738	0.9833162606	0.1131812701
739	0.9833676255	0.1130069076
740	0.9834298844	0.1127952039
741	0.9834867607	0.1126014547
742	0.9835643188	0.1123367147
743	0.9836230086	0.1121359648
744	0.9836901302	0.1119059326
745	0.9837145665	0.1118220697
746	0.9837915439	0.1115574783
747	0.9838806608	0.1112503742
748	0.9839650854	0.1109586565
749	0.9839720207	0.1109346585
750	0.9839740764	0.1109275441
751	0.9840371314	0.1107091034
752	0.9840775468	0.1105688657
753	0.9841403798	0.1103504875
754	0.9842046179	0.1101267779
755	0.9842872083	0.1098384867
756	0.9843422205	0.1096460398
757	0.9843743622	0.1095334434
758	0.984414354	0.1093931853
759	0.984419096	0.1093765424
760	0.9844561345	0.1092464614
761	0.9845602333	0.1088800296
762	0.9846263067	0.1086468078
763	0.9846801766	0.1084562899
764	0.9847222293	0.1083073319
765	0.9848008175	0.1080284089
766	0.9848589633	0.1078215745
767	0.9849000747	0.107675095
768	0.9849607272	0.1074586258
769	0.9850104349	0.1072808931
770	0.9850889823	0.1069994406
771	0.9851191746	0.1068910575
772	0.9852217702	0.106521941
773	0.9853010547	0.1062358143
774	0.9853701718	0.1059857498
775	0.9854193588	0.1058074324
776	0.985431727	0.1057625466
777	0.9854903831	0.1055494165
778	0.9855329228	0.1053945766
779	0.9855829597	0.1052121561
780	0.9856343353	0.1050245251
781	0.9856698753	0.1048945316
782	0.9857030154	0.1047731711
783	0.9857446154	0.1046206305
784	0.9857667824	0.104539257
785	0.9858086361	0.1043854415
786	0.9858489944	0.1042369069
787	0.9858794347	0.104124734
788	0.9859559036	0.1038424114
789	0.9860056365	0.1036583852
790	0.9861494451	0.1031244036
791	0.9862198167	0.1028620939
792	0.986274548	0.1026576199
793	0.9863171177	0.1024982993
794	0.9863366821	0.1024249949
795	0.9863903096	0.102223792
796	0.986469306	0.1019266852
797	0.9865258938	0.1017133237
798	0.9866024179	0.1014240802
799	0.9866633155	0.1011933102
800	0.9867011561	0.1010496485
801	0.9867563468	0.1008397509
802	0.9868047679	0.100655238
803	0.986852367	0.1004735277
804	0.9869172896	0.1002251532
805	0.986975628	0.1000014414
806	0.9869965727	0.0999210021
807	0.9870695977	0.09964003771
808	0.9871203935	0.09944413209
809	0.9871885696	0.0991805872
810	0.9872251361	0.09903894497
811	0.9872690299	0.09886865198
812	0.9873025495	0.09873840964
813	0.9873487705	0.098558533
814	0.9874106767	0.09831709957
815	0.98748013	0.09804552422
816	0.9875656097	0.09771024719
817	0.9875934799	0.09760068257
818	0.9876490486	0.09738186118
819	0.9877552455	0.09696229933
820	0.9877929802	0.09681277919
821	0.9878111762	0.0967405969
822	0.9878493561	0.09658896452
823	0.9878865422	0.09644104961
824	0.9879199062	0.096308145
825	0.9880035011	0.09597433767
826	0.9880383339	0.09583490168
827	0.9881092818	0.09555026747
828	0.9881965004	0.09519919106
829	0.9882111697	0.09514001649
830	0.9883010709	0.0947765549
831	0.988364892	0.09451768446
832	0.9883654411	0.09451545424
833	0.9884036945	0.09435994709
834	0.9884672935	0.09410083628
835	0.9885273103	0.09385566428
836	0.9885518425	0.09375526415
837	0.9885778113	0.09364886717
838	0.9886543403	0.09333461503
839	0.9886920386	0.09317942435
840	0.9887617706	0.09289167861
841	0.9888586258	0.09249052501
842	0.9888949803	0.0923395027
843	0.9889598802	0.09206928226
844	0.9890208642	0.09181464125
845	0.9890478729	0.09170163971
846	0.9890712556	0.09160369649
847	0.9891024858	0.09147271845
848	0.9891618602	0.09122318657
849	0.989191396	0.09109880224
850	0.9892709178	0.09076306445
851	0.9893080787	0.09060574582
852	0.9893575797	0.09039576157
853	0.9893821032	0.09029155101
854	0.9894286265	0.09009352353
855	0.9894638429	0.08994333436
856	0.9894971216	0.08980117758
857	0.9895388201	0.08962273628
858	0.9895585034	0.08953838167
859	0.9895937972	0.08938692694
860	0.9896202406	0.08927328303
861	0.9896350308	0.08920965737
862	0.9896701593	0.08905835628
863	0.9897183046	0.08885057266
864	0.9897548692	0.0886924432
865	0.9897769852	0.08859666179
866	0.9898278209	0.08837610634
867	0.989848877	0.08828459098
868	0.9898512667	0.0882741985
869	0.9898653982	0.0882127188
870	0.9899127125	0.08800656353
871	0.9899289567	0.08793567362
872	0.9899742691	0.08773762754
873	0.9900245283	0.08751743587
874	0.990052552	0.08739441945
875	0.9900919259	0.08722128637
876	0.9901551701	0.08694246965
877	0.9901938735	0.08677140083
878	0.9902786155	0.08639565955
879	0.9903283563	0.08617434835
880	0.9903623362	0.08602283491
881	0.9903982806	0.0858622704
882	0.9904558979	0.08560426503
883	0.9905082192	0.08536929868
