iter	R2	RMSE
2798	0.9999724074	0.004602819829
2799	0.9999724984	0.004595225748
2800	0.9999726255	0.004584593553
2801	0.9999726364	0.004583681785
2802	0.9999727424	0.00457479873
2803	0.999972745	0.004574574994
2804	0.9999728294	0.004567486632
2805	0.9999729833	0.004554534962
2806	0.9999731079	0.004544021005
2807	0.9999731865	0.004537375034
2808	0.9999732139	0.004535054564
2809	0.9999732223	0.004534345701
2810	0.9999732786	0.00452957297
2811	0.9999733284	0.004525352115
2812	0.999973338	0.004524541229
2813	0.999973395	0.004519696938
2814	0.9999734561	0.004514504471
2815	0.9999735786	0.00450407737
2816	0.9999736298	0.004499711878
2817	0.9999737185	0.004492132496
2818	0.9999737326	0.004490933199
2819	0.9999737951	0.004485582087
2820	0.9999738603	0.004480004527
2821	0.9999738891	0.004477531694
2822	0.9999739086	0.00447586211
2823	0.9999739634	0.004471160305
2824	0.9999739886	0.004468994179
2825	0.9999741112	0.004458449941
2826	0.9999741621	0.004454062046
2827	0.9999742184	0.004449206899
2828	0.9999742863	0.00444334843
2829	0.9999743775	0.004435459714
2830	0.9999744181	0.004431945402
2831	0.9999745221	0.004422923693
2832	0.9999745927	0.004416793615
2833	0.9999746392	0.004412752169
2834	0.9999746748	0.004409653777
2835	0.9999747374	0.004404200764
2836	0.9999747645	0.004401839564
2837	0.9999747697	0.004401378059
2838	0.9999748117	0.004397713302
2839	0.9999749105	0.004389085332
2840	0.9999750493	0.004376928712
2841	0.9999751406	0.004368906618
2842	0.999975224	0.004361576899
2843	0.9999753273	0.004352476402
2844	0.9999753987	0.004346170308
2845	0.9999754484	0.004341782192
2846	0.9999755278	0.004334751625
2847	0.9999756457	0.004324302978
2848	0.9999756998	0.004319489339
2849	0.9999757115	0.004318456686
2850	0.9999757529	0.004314772791
2851	0.9999758597	0.004305256986
2852	0.9999758926	0.004302325316
2853	0.9999759254	0.00429939581
2854	0.9999759772	0.004294768476
2855	0.9999760699	0.004286471463
2856	0.9999760955	0.004284183652
2857	0.999976102	0.004283600089
2858	0.999976148	0.004279474257
2859	0.9999761797	0.004276626496
2860	0.9999762674	0.004268749301
2861	0.9999764438	0.004252857783
2862	0.9999764707	0.004250424828
2863	0.9999765435	0.004243847195
2864	0.9999766035	0.004238411691
2865	0.9999766642	0.004232909167
2866	0.9999766726	0.004232153813
2867	0.9999767213	0.004227732993
2868	0.9999767864	0.004221811753
2869	0.9999768526	0.004215792177
2870	0.9999769156	0.00421005036
2871	0.9999769668	0.004205375864
2872	0.9999770507	0.00419771557
2873	0.9999770519	0.004197599684
2874	0.9999770703	0.004195922893
2875	0.9999771646	0.004187283121
2876	0.9999772773	0.004176939827
2877	0.9999773502	0.004170234062
2878	0.9999774471	0.0041612977
2879	0.9999775559	0.004151249483
2880	0.9999776766	0.004140072221
2881	0.9999777521	0.004133064354
2882	0.9999778491	0.004124046734
2883	0.9999779294	0.00411656529
2884	0.9999779569	0.004113995662
2885	0.9999779903	0.004110882357
2886	0.9999780705	0.004103386358
2887	0.9999781941	0.004091803515
2888	0.9999782559	0.004086005207
2889	0.9999782625	0.004085380822
2890	0.9999783403	0.004078069037
2891	0.9999783551	0.004076669992
2892	0.9999783799	0.004074339108
2893	0.9999784105	0.004071450461
2894	0.9999784301	0.004069597266
2895	0.9999784398	0.004068687181
2896	0.99997845	0.004067725669
2897	0.9999785045	0.004062579095
2898	0.9999785514	0.004058144617
2899	0.9999786163	0.004051996552
2900	0.9999786227	0.004051388125
2901	0.9999786552	0.004048314615
2902	0.9999787684	0.004037557469
2903	0.9999788433	0.004030435894
2904	0.9999788906	0.004025926166
2905	0.9999789052	0.004024535828
2906	0.9999789661	0.004018716128
2907	0.9999790501	0.004010684592
2908	0.9999790738	0.004008421716
2909	0.99997912	0.004003993321
2910	0.9999791623	0.003999933242
2911	0.9999791904	0.00399723909
2912	0.9999792597	0.003990570294
2913	0.9999793219	0.003984590196
2914	0.9999793881	0.00397820349
2915	0.999979442	0.003972997658
2916	0.9999795019	0.003967205715
2917	0.9999795301	0.003964478686
2918	0.9999795814	0.003959507915
2919	0.9999795849	0.003959165313
2920	0.9999796362	0.003954184351
2921	0.9999796877	0.003949183114
2922	0.9999797652	0.003941638567
2923	0.9999798381	0.003934532333
2924	0.9999798981	0.003928673382
2925	0.9999799372	0.003924852572
2926	0.9999799376	0.003924817496
2927	0.9999799449	0.003924100337
2928	0.9999800112	0.003917608225
2929	0.9999800714	0.003911709923
2930	0.9999801257	0.003906373951
2931	0.9999802147	0.003897613202
2932	0.9999803188	0.00388734893
2933	0.9999803688	0.00388240987
2934	0.9999804198	0.003877366986
2935	0.9999804222	0.003877127324
2936	0.9999804736	0.003872029157
2937	0.9999805088	0.003868537555
2938	0.9999805788	0.003861584859
2939	0.9999805795	0.003861515272
2940	0.999980628	0.00385668892
2941	0.9999806815	0.003851368807
2942	0.9999807342	0.003846105557
2943	0.9999807729	0.003842241851
2944	0.9999808683	0.003832701273
2945	0.999980936	0.003825906994
2946	0.9999810567	0.003813775972
2947	0.9999811295	0.003806447184
2948	0.9999811425	0.003805130728
2949	0.9999811468	0.003804704002
2950	0.9999812044	0.003798883574
2951	0.9999812364	0.003795652027
2952	0.9999812722	0.003792027587
2953	0.9999813179	0.0037873952
2954	0.9999813818	0.003780918158
2955	0.999981442	0.003774791591
2956	0.9999815197	0.003766881588
2957	0.9999815756	0.003761179025
2958	0.9999816368	0.003754934977
2959	0.9999816418	0.003754424
2960	0.9999816773	0.003750787716
2961	0.9999817289	0.003745506044
2962	0.9999818258	0.003735553502
2963	0.9999818859	0.003729373761
2964	0.9999819429	0.003723502023
2965	0.9999819998	0.003717630705
2966	0.9999820754	0.003709817938
2967	0.9999821761	0.003699382296
2968	0.9999821936	0.003697570964
2969	0.999982211	0.003695762726
2970	0.9999822387	0.003692879965
2971	0.9999823241	0.003683987668
2972	0.9999824111	0.00367491661
2973	0.9999824678	0.003668985635
2974	0.9999825319	0.003662275136
2975	0.9999826135	0.003653706828
2976	0.9999826583	0.003648995024
2977	0.9999827065	0.003643928918
2978	0.9999827565	0.003638650525
2979	0.9999828088	0.003633134234
2980	0.9999828362	0.003630234342
2981	0.9999828456	0.003629242343
2982	0.999982853	0.003628451397
2983	0.9999829163	0.003621754499
2984	0.9999829866	0.003614289229
2985	0.9999830118	0.003611616622
2986	0.999983037	0.003608935474
2987	0.9999830495	0.003607611276
2988	0.9999830579	0.003606710789
2989	0.999983129	0.003599133419
2990	0.9999831386	0.003598113683
2991	0.9999832289	0.003588466925
2992	0.999983276	0.003583425424
2993	0.9999832979	0.003581073184
2994	0.9999833063	0.003580172488
2995	0.9999833665	0.00357371832
2996	0.9999834025	0.003569840287
2997	0.9999834684	0.003562753984
2998	0.9999835222	0.003556948997
2999	0.9999835902	0.003549603669
3000	0.9999836178	0.003546614462
3001	0.9999836407	0.003544133276
3002	0.9999836554	0.003542537349
3003	0.9999837095	0.003536673947
3004	0.9999837272	0.003534750512
3005	0.9999837563	0.003531590326
3006	0.9999838065	0.003526127518
3007	0.9999838385	0.003522642648
3008	0.9999838696	0.003519254098
3009	0.9999839322	0.003512416645
3010	0.9999840186	0.003502965449
3011	0.9999840312	0.003501576575
3012	0.9999840784	0.003496403747
3013	0.9999841173	0.00349213083
3014	0.9999842087	0.00348206477
3015	0.9999842511	0.003477385563
3016	0.9999842735	0.003474908755
3017	0.9999843358	0.003468018823
3018	0.9999843635	0.003464952795
3019	0.9999843828	0.00346281281
3020	0.9999844064	0.003460196382
3021	0.9999844556	0.003454731409
3022	0.9999844634	0.003453867484
3023	0.9999844791	0.003452124408
3024	0.9999845227	0.003447267922
3025	0.9999845255	0.003446955796
3026	0.9999845444	0.003444853059
3027	0.9999845608	0.003443026676
3028	0.999984625	0.003435859983
3029	0.9999846574	0.003432242805
3030	0.9999846841	0.00342924645
3031	0.9999846873	0.003428886115
3032	0.9999847144	0.003425851795
3033	0.9999847326	0.003423815223
3034	0.9999847734	0.00341924098
3035	0.9999848118	0.003414926911
3036	0.9999848562	0.003409930518
3037	0.9999849019	0.003404782863
3038	0.9999849194	0.003402806543
3039	0.9999849867	0.003395208953
3040	0.999985022	0.003391208553
3041	0.9999850297	0.003390344341
3042	0.9999850697	0.003385810607
3043	0.9999850889	0.003383633354
3044	0.9999851351	0.003378380827
3045	0.9999851407	0.003377745746
3046	0.999985158	0.003375781572
3047	0.9999851838	0.003372845453
3048	0.999985187	0.003372482788
3049	0.9999852107	0.003369778948
3050	0.9999852608	0.003364072411
3051	0.9999852636	0.003363750208
3052	0.9999853236	0.00335689609
3053	0.9999853296	0.003356212062
3054	0.9999853656	0.003352086905
3055	0.999985475	0.003339534207
3056	0.999985525	0.003333776928
3057	0.9999855455	0.003331425041
3058	0.9999856152	0.003323382007
3059	0.9999856735	0.00331664094
3060	0.9999857296	0.003310131277
3061	0.9999857778	0.003304540945
3062	0.9999858049	0.003301390299
3063	0.9999858578	0.003295239698
3064	0.999985888	0.003291712524
3065	0.9999859085	0.003289327358
3066	0.9999859483	0.003284674582
3067	0.9999859909	0.003279692699
3068	0.999985999	0.003278743158
3069	0.9999860357	0.003274439901
3070	0.9999860859	0.003268552536
3071	0.9999861381	0.003262415177
3072	0.9999861691	0.003258762855
3073	0.9999862073	0.00325425821
3074	0.9999862573	0.003248361057
3075	0.999986305	0.003242717522
3076	0.9999863481	0.003237613161
3077	0.9999863769	0.003234194193
3078	0.9999863784	0.003234014266
3079	0.9999863886	0.003232803426
3080	0.9999864044	0.003230930088
3081	0.9999864178	0.003229332444
3082	0.9999864371	0.003227035983
3083	0.9999864766	0.003222340443
3084	0.9999865633	0.003211990719
3085	0.9999866009	0.003207487018
3086	0.9999866302	0.003203987966
3087	0.9999866686	0.003199381832
3088	0.9999866854	0.003197365782
3089	0.9999866973	0.003195939272
3090	0.9999867088	0.003194552009
3091	0.9999867327	0.003191674509
3092	0.9999867479	0.003189847069
3093	0.9999868221	0.003180911979
3094	0.9999868742	0.003174617926
3095	0.9999868884	0.003172900746
3096	0.9999868915	0.003172516632
3097	0.99998691	0.003170283382
3098	0.9999869282	0.003168070612
3099	0.9999869634	0.003163811752
3100	0.9999870045	0.003158818628
3101	0.9999870499	0.003153295233
3102	0.9999870707	0.003150756231
3103	0.9999871034	0.003146768549
3104	0.9999871642	0.003139342969
3105	0.9999871862	0.003136654759
3106	0.9999872157	0.003133037348
3107	0.9999872188	0.003132669118
3108	0.9999872424	0.003129771484
3109	0.9999872637	0.003127153559
3110	0.9999872854	0.003124485751
3111	0.9999873169	0.003120616183
3112	0.999987341	0.003117653784
3113	0.9999873824	0.003112546385
3114	0.9999874148	0.003108544652
3115	0.9999874858	0.003099775187
3116	0.9999875128	0.003096424736
3117	0.9999875308	0.00309419487
3118	0.9999875758	0.00308860423
3119	0.9999876539	0.00307888325
3120	0.9999876635	0.003077681869
3121	0.9999877147	0.003071285242
3122	0.9999877167	0.003071044234
3123	0.9999877745	0.003063804537
3124	0.9999878304	0.003056797729
3125	0.9999878911	0.003049162617
3126	0.9999879343	0.003043714362
3127	0.9999879507	0.003041643324
3128	0.9999879916	0.003036481199
3129	0.9999880132	0.003033746975
3130	0.9999880737	0.003026077873
3131	0.999988128	0.003019191184
3132	0.999988157	0.003015491725
3133	0.9999881827	0.003012218164
3134	0.9999882291	0.003006297508
3135	0.99998827	0.003001071565
3136	0.999988295	0.002997870944
3137	0.9999883313	0.002993219412
3138	0.9999883621	0.002989267343
3139	0.9999884169	0.002982226943
3140	0.9999884298	0.002980562809
3141	0.9999884518	0.00297773409
3142	0.9999885248	0.002968304255
3143	0.9999885588	0.002963899338
3144	0.9999885724	0.002962139036
3145	0.9999885753	0.002961767456
3146	0.999988592	0.002959594245
3147	0.9999886168	0.002956380085
3148	0.9999886269	0.002955070117
3149	0.9999886505	0.002952005116
3150	0.999988653	0.002951668722
3151	0.9999886979	0.002945830238
3152	0.9999887023	0.00294525127
3153	0.9999887666	0.002936860263
3154	0.9999888085	0.002931373551
3155	0.9999888435	0.002926791938
3156	0.9999888863	0.002921178141
3157	0.9999889259	0.002915968344
3158	0.9999889502	0.002912767783
3159	0.9999890094	0.002904945143
3160	0.9999890351	0.002901545821
3161	0.9999890636	0.002897772249
3162	0.9999890811	0.002895457143
3163	0.9999890924	0.002893965097
3164	0.9999891088	0.002891784752
3165	0.9999891152	0.002890930869
3166	0.9999891281	0.002889215645
3167	0.9999891584	0.00288518465
3168	0.9999891879	0.002881264464
3169	0.9999892026	0.002879309333
3170	0.9999892319	0.002875393072
3171	0.9999892845	0.002868363405
3172	0.9999893328	0.002861892274
3173	0.9999893347	0.002861637655
3174	0.9999893379	0.002861207748
3175	0.9999893864	0.002854696773
3176	0.9999894134	0.002851054037
3177	0.9999894158	0.002850739192
3178	0.9999894267	0.002849260692
3179	0.999989447	0.002846525363
3180	0.9999894996	0.002839425466
3181	0.9999895231	0.002836249002
3182	0.9999895358	0.00283453492
3183	0.9999895689	0.002830045705
3184	0.9999896209	0.002822982747
3185	0.9999896435	0.002819901973
3186	0.9999896686	0.002816478663
3187	0.999989705	0.002811516761
3188	0.9999897368	0.002807171658
3189	0.999989759	0.002804131198
3190	0.9999897912	0.002799728551
3191	0.9999898196	0.002795828616
3192	0.9999898544	0.002791050652
3193	0.9999898643	0.00278968159
3194	0.9999898695	0.002788969237
3195	0.9999898904	0.002786088363
3196	0.9999899155	0.002782620505
3197	0.9999899426	0.002778883261
3198	0.999989955	0.002777172737
3199	0.9999900057	0.002770158555
3200	0.9999900119	0.002769296369
3201	0.999990019	0.002768311281
3202	0.9999900537	0.00276349587
3203	0.9999900684	0.002761446677
3204	0.999990072	0.002760954415
3205	0.9999900917	0.002758212751
3206	0.9999901207	0.002754175129
3207	0.9999901664	0.002747789651
3208	0.9999901675	0.002747645476
3209	0.9999902104	0.002741638652
3210	0.9999902313	0.002738713755
3211	0.9999902582	0.002734931899
3212	0.9999902698	0.002733311458
3213	0.9999903104	0.00272760379
3214	0.9999903658	0.002719794331
3215	0.9999904049	0.002714266807
3216	0.9999904258	0.002711311309
3217	0.9999904379	0.002709593564
3218	0.9999904391	0.002709419179
3219	0.9999904448	0.002708618778
3220	0.9999904565	0.002706960704
3221	0.9999905119	0.002699092317
3222	0.9999905589	0.00269239791
3223	0.9999905656	0.002691447423
3224	0.999990598	0.002686810956
3225	0.9999906257	0.002682855306
3226	0.9999906557	0.002678558704
3227	0.9999907004	0.002672138646
3228	0.9999907086	0.002670971879
3229	0.9999907111	0.002670601299
3230	0.9999907376	0.002666797968
3231	0.9999907482	0.002665271754
3232	0.9999907763	0.002661217359
3233	0.9999907776	0.002661036565
3234	0.9999908105	0.002656279748
3235	0.9999908286	0.002653659957
3236	0.9999908554	0.002649789264
3237	0.9999908963	0.002643851891
3238	0.9999909064	0.002642376114
3239	0.9999909325	0.00263859427
3240	0.9999909379	0.002637805092
3241	0.9999909393	0.002637600151
3242	0.9999909496	0.002636105915
3243	0.9999909809	0.002631538218
3244	0.9999910121	0.002626987499
3245	0.9999910461	0.002622015124
3246	0.9999910477	0.002621776366
3247	0.99999108	0.002617037047
3248	0.9999911058	0.002613250546
3249	0.9999911376	0.002608579473
3250	0.9999911614	0.002605066854
3251	0.9999911925	0.002600482387
3252	0.9999912407	0.002593351662
3253	0.9999912628	0.002590083736
3254	0.9999912754	0.002588215075
3255	0.9999912966	0.002585065969
3256	0.9999913202	0.002581569824
3257	0.9999913483	0.00257737951
3258	0.999991361	0.002575482846
3259	0.9999913731	0.002573678144
3260	0.9999913754	0.002573342477
3261	0.9999913882	0.002571426132
3262	0.9999914034	0.002569153016
3263	0.9999914198	0.002566712724
3264	0.9999914505	0.002562113933
3265	0.9999914551	0.002561422254
3266	0.9999914678	0.002559516962
3267	0.9999914825	0.00255731448
3268	0.9999915084	0.002553419749
3269	0.9999915372	0.002549081054
3270	0.9999915617	0.002545402813
3271	0.9999915768	0.002543123951
3272	0.9999915984	0.002539858478
3273	0.9999916166	0.002537105576
3274	0.9999916179	0.002536911088
3275	0.9999916435	0.002533022344
3276	0.9999917003	0.00252440089
3277	0.9999917214	0.002521191796
3278	0.9999917333	0.002519380075
3279	0.9999917375	0.002518735247
3280	0.9999917676	0.002514143548
3281	0.9999917942	0.002510083011
3282	0.9999917968	0.002509693804
3283	0.9999918049	0.002508442583
3284	0.9999918084	0.002507906688
3285	0.9999918429	0.002502630004
3286	0.9999918618	0.002499727681
3287	0.9999919163	0.00249133955
3288	0.9999919414	0.002487466127
3289	0.9999919754	0.00248220946
3290	0.9999919795	0.002481588211
3291	0.9999919924	0.002479583651
3292	0.9999919988	0.00247859163
3293	0.9999920323	0.002473400506
3294	0.9999920439	0.002471601292
3295	0.999992048	0.002470967997
3296	0.9999920707	0.002467434943
3297	0.9999920789	0.002466153802
3298	0.9999920896	0.002464493036
3299	0.9999921228	0.002459314558
3300	0.9999921587	0.002453700177
3301	0.9999921785	0.002450608486
3302	0.9999921983	0.002447501399
3303	0.9999922138	0.00244507019
3304	0.9999922262	0.002443123133
3305	0.9999922652	0.002436984687
3306	0.9999922667	0.002436744791
3307	0.9999922754	0.00243536861
3308	0.9999922864	0.002433637391
3309	0.9999923044	0.002430796692
3310	0.9999923074	0.002430329723
3311	0.9999923528	0.002423136357
3312	0.9999923642	0.00242134041
3313	0.999992372	0.002420106613
3314	0.9999923855	0.002417964306
3315	0.9999924055	0.002414774252
3316	0.9999924247	0.00241173289
3317	0.9999924252	0.002411648585
3318	0.9999924636	0.002405520344
3319	0.9999924869	0.002401802676
3320	0.9999925016	0.002399455336
3321	0.9999925068	0.002398627327
3322	0.9999925122	0.00239775588
3323	0.9999925357	0.002393995905
3324	0.9999925666	0.0023890322
3325	0.999992581	0.002386709418
3326	0.9999926134	0.002381494047
3327	0.9999926384	0.002377469966
3328	0.9999926421	0.00237687328
3329	0.999992658	0.002374296435
3330	0.9999926791	0.002370888527
3331	0.999992695	0.002368309188
3332	0.9999927064	0.002366456511
3333	0.9999927141	0.002365211768
3334	0.9999927387	0.002361207155
3335	0.9999927576	0.002358131226
3336	0.9999927683	0.002356390684
3337	0.9999927873	0.002353302799
3338	0.9999928108	0.002349462693
3339	0.9999928412	0.002344493395
3340	0.9999928609	0.002341252803
3341	0.9999928773	0.002338562835
3342	0.9999929012	0.002334646678
3343	0.9999929257	0.002330605881
3344	0.9999929449	0.00232744309
3345	0.9999929632	0.002324420278
3346	0.9999929852	0.002320784665
3347	0.9999929943	0.002319274861
3348	0.9999930071	0.002317164251
3349	0.9999930119	0.002316371901
3350	0.9999930306	0.002313258631
3351	0.9999930511	0.002309862606
3352	0.9999930736	0.002306120725
3353	0.9999930925	0.002302977058
3354	0.9999930978	0.002302083373
3355	0.9999931075	0.002300465123
3356	0.9999931551	0.002292506814
3357	0.9999931611	0.002291502249
3358	0.9999931689	0.002290200323
3359	0.9999931776	0.002288747207
3360	0.9999931794	0.002288430301
3361	0.9999931926	0.002286221044
3362	0.9999931938	0.002286015892
3363	0.9999932105	0.002283220587
3364	0.9999932179	0.002281964529
3365	0.9999932529	0.002276068315
3366	0.9999932755	0.002272253883
3367	0.9999933001	0.00226810417
3368	0.999993303	0.002267616256
3369	0.9999933174	0.002265177176
3370	0.9999933405	0.002261253382
3371	0.999993354	0.002258960998
3372	0.9999933727	0.002255778037
3373	0.999993407	0.002249928096
3374	0.999993418	0.002248046074
3375	0.9999934536	0.002241969592
3376	0.999993464	0.002240185329
3377	0.9999934995	0.002234099255
3378	0.9999935033	0.002233442512
3379	0.9999935095	0.002232378304
3380	0.999993528	0.002229184438
3381	0.9999935391	0.002227275749
3382	0.9999935436	0.002226494547
3383	0.9999935561	0.002224352234
3384	0.9999935824	0.002219796426
3385	0.9999936046	0.002215963797
3386	0.9999936266	0.002212151264
3387	0.9999936315	0.002211290971
3388	0.9999936589	0.002206527304
3389	0.9999936899	0.002201137086
3390	0.9999937141	0.002196908174
3391	0.9999937395	0.002192454889
3392	0.9999937449	0.002191522896
3393	0.9999937708	0.002186968619
3394	0.9999938034	0.002181245869
3395	0.9999938238	0.002177649697
3396	0.9999938492	0.002173166451
3397	0.9999938712	0.00216927633
3398	0.9999938854	0.002166770193
3399	0.999993902	0.002163826563
3400	0.9999939118	0.002162088214
3401	0.9999939228	0.002160128809
3402	0.9999939459	0.00215602738
3403	0.9999939577	0.002153908684
3404	0.9999939736	0.00215107356
3405	0.999993982	0.002149584371
3406	0.9999939999	0.002146390835
3407	0.9999940084	0.002144862136
3408	0.9999940353	0.002140044969
3409	0.999994039	0.002139376495
3410	0.9999940525	0.002136958043
3411	0.9999940758	0.002132759598
3412	0.9999940768	0.002132574761
3413	0.9999940821	0.002131632052
3414	0.9999940831	0.002131447438
3415	0.9999940968	0.002128986712
3416	0.9999941127	0.002126106573
3417	0.9999941206	0.002124683221
3418	0.9999941301	0.002122962346
3419	0.99999414	0.002121171484
3420	0.9999941464	0.002120017717
3421	0.9999941527	0.002118872894
3422	0.9999941641	0.002116802391
3423	0.999994179	0.002114104654
3424	0.9999941814	0.002113661429
3425	0.9999941907	0.00211198389
3426	0.9999942096	0.00210853375
3427	0.9999942106	0.002108366287
3428	0.9999942269	0.002105392566
3429	0.9999942392	0.00210313825
3430	0.9999942611	0.002099144466
3431	0.9999942789	0.002095886893
3432	0.9999942926	0.002093381989
3433	0.9999943153	0.002089210375
3434	0.9999943178	0.002088750389
3435	0.9999943338	0.002085814368
3436	0.9999943491	0.002082992051
3437	0.9999943542	0.002082041043
3438	0.9999943712	0.002078913741
3439	0.999994388	0.00207581069
3440	0.9999943935	0.00207479195
3441	0.9999944045	0.00207275219
3442	0.9999944225	0.00206940645
3443	0.9999944436	0.002065501389
3444	0.9999944636	0.002061775924
3445	0.9999944718	0.002060253478
3446	0.9999944787	0.002058955147
3447	0.9999945032	0.002054386875
3448	0.999994515	0.002052182585
3449	0.9999945189	0.002051459782
3450	0.999994523	0.002050689649
3451	0.9999945369	0.002048082203
3452	0.9999945578	0.002044166445
3453	0.9999945742	0.002041086004
3454	0.999994595	0.002037164006
3455	0.9999946098	0.002034378752
3456	0.9999946205	0.002032357013
3457	0.9999946244	0.002031609131
3458	0.9999946262	0.002031281825
3459	0.9999946451	0.00202770035
3460	0.9999946571	0.00202542209
3461	0.9999946604	0.002024809844
3462	0.9999946778	0.002021507833
3463	0.9999946783	0.002021401228
3464	0.9999946918	0.002018844364
3465	0.9999946978	0.002017691327
3466	0.9999947071	0.002015923665
3467	0.9999947172	0.00201400819
3468	0.9999947385	0.002009946532
3469	0.9999947488	0.002007961816
3470	0.9999947635	0.00200515514
3471	0.9999947766	0.002002640373
3472	0.9999947958	0.001998966043
3473	0.99999481	0.001996234897
3474	0.9999948193	0.001994453046
3475	0.9999948333	0.001991757981
3476	0.9999948453	0.001989437665
3477	0.9999948566	0.001987244705
3478	0.9999948594	0.001986713606
3479	0.9999948839	0.00198196632
3480	0.9999949013	0.001978588666
3481	0.9999949212	0.001974726315
3482	0.99999494	0.001971078342
3483	0.9999949463	0.001969846368
3484	0.9999949633	0.001966521919
3485	0.9999949804	0.001963189233
3486	0.9999949887	0.001961573515
3487	0.9999950005	0.001959248086
3488	0.9999950037	0.001958629268
3489	0.9999950153	0.001956344472
3490	0.9999950209	0.001955249397
3491	0.9999950258	0.001954293381
3492	0.9999950378	0.001951932296
3493	0.9999950425	0.001951006857
3494	0.9999950594	0.001947680265
3495	0.9999950797	0.00194368215
3496	0.9999950901	0.001941611831
3497	0.9999951012	0.001939421024
3498	0.9999951179	0.001936108938
3499	0.9999951228	0.001935150761
3500	0.9999951423	0.001931272273
3501	0.9999951592	0.001927909268
3502	0.9999951718	0.001925395413
3503	0.9999951844	0.001922880047
3504	0.9999952008	0.001919614461
3505	0.9999952185	0.001916062182
3506	0.99999523	0.001913748232
3507	0.9999952397	0.001911810744
3508	0.9999952467	0.001910402803
3509	0.9999952627	0.001907186609
3510	0.9999952749	0.001904735904
3511	0.9999952812	0.001903459908
3512	0.9999952838	0.001902931511
3513	0.9999952952	0.001900642229
3514	0.999995304	0.001898862173
3515	0.9999953208	0.001895463442
3516	0.9999953212	0.001895375004
3517	0.9999953441	0.001890730477
3518	0.9999953555	0.001888417902
3519	0.999995369	0.001885665458
3520	0.9999953809	0.00188324781
3521	0.9999953908	0.001881223685
3522	0.9999954026	0.001878810425
3523	0.9999954053	0.001878258964
3524	0.9999954078	0.001877753641
3525	0.9999954172	0.001875832267
3526	0.9999954208	0.001875098213
3527	0.9999954277	0.001873675834
3528	0.9999954488	0.001869360273
3529	0.9999954665	0.001865721842
3530	0.9999954712	0.001864752808
3531	0.9999954728	0.001864414193
3532	0.9999954829	0.001862326445
3533	0.9999954865	0.001861597466
3534	0.9999954996	0.001858881926
3535	0.9999955022	0.001858359686
3536	0.9999955097	0.001856793526
3537	0.9999955359	0.001851376028
3538	0.9999955458	0.001849318918
3539	0.9999955603	0.00184630682
3540	0.9999955672	0.00184486968
3541	0.9999955823	0.001841737883
3542	0.9999955856	0.001841041415
3543	0.9999955943	0.00183922559
3544	0.9999956056	0.001836869492
3545	0.9999956253	0.001832737325
3546	0.999995634	0.001830911312
3547	0.9999956404	0.001829569336
3548	0.9999956553	0.001826452918
3549	0.999995663	0.001824832848
3550	0.9999956751	0.001822290423
3551	0.9999957061	0.001815744636
3552	0.9999957355	0.001809514306
3553	0.9999957415	0.001808246831
3554	0.9999957505	0.001806319342
3555	0.9999957592	0.001804483953
3556	0.9999957672	0.001802767578
3557	0.9999957772	0.001800648988
3558	0.9999957954	0.001796754939
3559	0.999995817	0.001792137712
3560	0.9999958317	0.001788994003
3561	0.9999958424	0.001786696951
3562	0.9999958448	0.00178618019
3563	0.9999958506	0.001784922248
3564	0.9999958535	0.001784297386
3565	0.999995875	0.001779671881
3566	0.9999958797	0.001778646672
3567	0.9999958928	0.001775833975
3568	0.9999958993	0.001774429812
3569	0.9999959101	0.001772079165
3570	0.9999959135	0.001771340637
3571	0.9999959268	0.001768463903
3572	0.9999959335	0.001767004459
3573	0.9999959491	0.001763604359
3574	0.9999959605	0.001761128868
3575	0.9999959651	0.001760124987
3576	0.9999959701	0.001759033679
3577	0.9999959804	0.001756788858
3578	0.9999959879	0.001755152491
3579	0.9999959986	0.001752811633
3580	0.9999960203	0.001748055471
3581	0.9999960463	0.001742337891
3582	0.9999960582	0.001739703009
3583	0.9999960665	0.00173787532
3584	0.9999960743	0.001736148048
3585	0.9999960762	0.001735716374
3586	0.9999960887	0.001732949035
3587	0.9999960929	0.00173202557
3588	0.9999960931	0.001731990899
3589	0.9999960968	0.001731155114
3590	0.999996112	0.001727795838
3591	0.9999961231	0.001725312455
3592	0.9999961413	0.001721276641
3593	0.9999961592	0.001717269825
3594	0.9999961612	0.001716826884
3595	0.9999961646	0.001716054154
3596	0.999996167	0.001715528593
3597	0.9999961702	0.001714806976
3598	0.9999961796	0.001712708032
3599	0.9999961873	0.001710976349
3600	0.9999961929	0.001709711705
3601	0.9999962003	0.001708057415
3602	0.9999962076	0.001706420157
3603	0.9999962188	0.001703895221
3604	0.9999962298	0.001701419348
3605	0.9999962312	0.001701102917
3606	0.9999962458	0.001697789459
3607	0.9999962641	0.001693666323
3608	0.9999962763	0.001690889895
3609	0.9999962837	0.00168921547
3610	0.9999963096	0.001683313991
3611	0.9999963163	0.001681774447
3612	0.9999963257	0.001679637108
3613	0.9999963299	0.001678669391
3614	0.999996335	0.001677509848
3615	0.9999963387	0.001676666289
3616	0.9999963471	0.001674728392
3617	0.9999963565	0.001672570153
3618	0.9999963666	0.001670253072
3619	0.9999963723	0.001668958415
3620	0.9999963743	0.001668499613
3621	0.9999963824	0.001666622002
3622	0.9999963924	0.001664314461
3623	0.999996397	0.001663253239
3624	0.9999964074	0.001660849136
