iter	MultiClass
855	0.07281306517
856	0.07279077399
857	0.07277392204
858	0.07274644557
859	0.07272974073
860	0.0727036909
861	0.0726698073
862	0.07265165106
863	0.07261932561
864	0.07260350394
865	0.07258261086
866	0.0725591764
867	0.07253487274
868	0.07251771443
869	0.07249497927
870	0.07247263884
871	0.07245377878
872	0.07244492299
873	0.07241829606
874	0.07240204051
875	0.07238001551
876	0.0723591317
877	0.07233935725
878	0.07232479357
879	0.07231329415
880	0.07229000718
881	0.0722629685
882	0.07224367614
883	0.07222604462
884	0.07218445338
885	0.07216809783
886	0.07214014324
887	0.07210969167
888	0.07208910883
889	0.07207000259
890	0.0720461096
891	0.07202183521
892	0.07200423196
893	0.07197479791
894	0.07195787902
895	0.07193693074
896	0.07191821785
897	0.07189155472
898	0.07187373385
899	0.0718543659
900	0.07183310752
901	0.07181359388
902	0.07179833283
903	0.0717843244
904	0.07176583522
905	0.07174573222
906	0.07172514446
907	0.07170457064
908	0.07167952447
909	0.07165422266
910	0.07163798837
911	0.07161906805
912	0.07160029781
913	0.07157516284
914	0.07154152665
915	0.0715238342
916	0.07150402151
917	0.07148700508
918	0.07146674773
919	0.07144496074
920	0.07142212441
921	0.07139511047
922	0.07137128194
923	0.07135081348
924	0.07133243253
925	0.07131098439
926	0.07129246686
927	0.07127157483
928	0.07124733071
929	0.07123248383
930	0.07121419762
931	0.07119434362
932	0.07115930207
933	0.07113257844
934	0.07111689005
935	0.07110327706
936	0.07108096666
937	0.07106023776
938	0.07104383321
939	0.07102548393
940	0.07100581108
941	0.07097469942
942	0.07095366238
943	0.07092749102
944	0.07091100429
945	0.07088343959
946	0.07086425226
947	0.07084820461
948	0.07082923628
949	0.07080754748
950	0.0707914537
951	0.07077532775
952	0.07075934909
953	0.07073454667
954	0.07071459333
955	0.07070206473
956	0.07067606925
957	0.07065474501
958	0.07063883048
959	0.0706192188
960	0.07060018605
961	0.07058206578
962	0.07054512759
963	0.07052412813
964	0.0705085386
965	0.0704847151
966	0.07046525574
967	0.07043361865
968	0.07041510976
969	0.07039110231
970	0.07036451454
971	0.07034519507
972	0.07032556608
973	0.07031051574
974	0.07028364212
975	0.07024894217
976	0.07022717135
977	0.07019210629
978	0.07017016937
979	0.07015108365
980	0.07013035583
981	0.07011149207
982	0.07008694069
983	0.07007181004
984	0.07006022953
985	0.07003709479
986	0.07002161151
987	0.07000048604
988	0.06998558322
989	0.06996153096
990	0.06994800869
991	0.06992445519
992	0.0699019773
993	0.0698903554
994	0.06987945417
995	0.0698650663
996	0.06984682417
997	0.06982801799
998	0.0698136434
999	0.06979793725
1000	0.06977157923
1001	0.0697532039
1002	0.06972940672
1003	0.06970279917
1004	0.06968219742
1005	0.06966378827
1006	0.06964592473
1007	0.06962959853
1008	0.06960755959
1009	0.06959166924
1010	0.06957457118
1011	0.06954857819
1012	0.06953311501
1013	0.06950817856
1014	0.0694868094
1015	0.06947144105
1016	0.06945541168
1017	0.06943434457
1018	0.06941770375
1019	0.06940092497
1020	0.06938279951
1021	0.06936978216
1022	0.06935754349
1023	0.06933884213
1024	0.06932505015
1025	0.06930797882
1026	0.06928516161
1027	0.06927146214
1028	0.06925996251
1029	0.0692397245
1030	0.06922710438
1031	0.06921311884
1032	0.06919920839
1033	0.06917995773
1034	0.06916142989
1035	0.06913866473
1036	0.06911313365
1037	0.06909667078
1038	0.06908153837
1039	0.06906319799
1040	0.06904918849
1041	0.0690301495
1042	0.06899769485
1043	0.06897862977
1044	0.06895639141
1045	0.06893748616
1046	0.06892127126
1047	0.0688977646
1048	0.06887994995
1049	0.06886704852
1050	0.06884824011
1051	0.06883538667
1052	0.06881860207
1053	0.06880456775
1054	0.06879305457
1055	0.06877160299
1056	0.06875620058
1057	0.06873889215
1058	0.06872078417
1059	0.06870736001
1060	0.06868654814
1061	0.06866380439
1062	0.06864558118
1063	0.06862372345
1064	0.06860581523
1065	0.06858832861
1066	0.06856916142
1067	0.06855257089
1068	0.06853753116
1069	0.06851822585
1070	0.06850409421
1071	0.06847494224
1072	0.06846285608
1073	0.06844091076
1074	0.06842869371
1075	0.06841604526
1076	0.06840129592
1077	0.06838890828
1078	0.06836548757
1079	0.06834074101
1080	0.06832402446
1081	0.06830332251
1082	0.06827820121
1083	0.06826627237
1084	0.06824151747
1085	0.06822517653
1086	0.06820677873
1087	0.06817858603
1088	0.06816001549
1089	0.06814517856
1090	0.06812992135
1091	0.06811600818
1092	0.06809841374
1093	0.0680812297
1094	0.06806813522
1095	0.06804769261
1096	0.06803310486
1097	0.06801678643
1098	0.06800362492
1099	0.0679925921
1100	0.06796981487
1101	0.06794836375
1102	0.06791533304
1103	0.06790322483
1104	0.06789117068
1105	0.06787652566
1106	0.06785760752
1107	0.06784050716
1108	0.06783094986
1109	0.06781469931
1110	0.06779791764
1111	0.0677801756
1112	0.06776502584
1113	0.06775200081
1114	0.06773598855
1115	0.06772098574
1116	0.06770667734
1117	0.06769272848
1118	0.06767480552
1119	0.06765500779
1120	0.06763761354
1121	0.06761627367
1122	0.06759324289
1123	0.06757933031
1124	0.06756383812
1125	0.06753276595
1126	0.0675190557
1127	0.06750569859
1128	0.06749363399
1129	0.06748088357
1130	0.06745008639
1131	0.06743182679
1132	0.06741015799
1133	0.06739674431
1134	0.06738312441
1135	0.06736435587
1136	0.06735373505
1137	0.06733680443
1138	0.06732574071
1139	0.06731622295
1140	0.06728042143
1141	0.06726307578
1142	0.06725092061
1143	0.06723506273
1144	0.06721944832
1145	0.06720644009
1146	0.06719415086
1147	0.06717985554
1148	0.06715264652
1149	0.06713644656
1150	0.06711494508
1151	0.06709760041
1152	0.06708456942
1153	0.06706777083
1154	0.06705099388
1155	0.06702817539
1156	0.06701520208
1157	0.06700530344
1158	0.06697388628
1159	0.06695910803
1160	0.0669407239
1161	0.06690866853
1162	0.06689706535
1163	0.06688665149
1164	0.06687143193
1165	0.06686068144
1166	0.06683977689
1167	0.06682294809
1168	0.06680677821
1169	0.06679325626
1170	0.06677723096
1171	0.06676184014
1172	0.06674994377
1173	0.06673469554
1174	0.06671919937
1175	0.06670494821
1176	0.06668674489
1177	0.06666955027
1178	0.06666065037
1179	0.06664309734
1180	0.06662089513
1181	0.0666071663
1182	0.066592864
1183	0.06656551555
1184	0.06654754755
1185	0.06653684165
1186	0.06651914319
1187	0.06650865273
1188	0.06649272785
1189	0.0664770258
1190	0.06645550557
1191	0.06644659982
1192	0.06643196866
1193	0.0664119327
1194	0.06639566389
1195	0.06637695427
1196	0.06636121404
1197	0.06634442876
1198	0.06633373704
1199	0.06631800841
1200	0.06630040326
1201	0.06628724662
1202	0.06626608754
1203	0.06625356683
1204	0.06624428746
1205	0.06622897193
1206	0.06621447615
1207	0.06618579137
1208	0.06617204217
1209	0.06615894773
1210	0.06614397285
1211	0.06612796294
1212	0.06611274748
1213	0.0661001434
1214	0.06607948853
1215	0.06606722532
1216	0.06605760715
1217	0.06604246177
1218	0.06602826053
1219	0.06601584969
1220	0.06600267799
1221	0.06598367803
1222	0.06597215961
1223	0.06596205706
1224	0.06594813577
1225	0.06593585266
1226	0.06592040866
1227	0.06590849945
1228	0.06589056823
1229	0.06586791343
1230	0.06585805888
1231	0.06584551785
1232	0.06582749224
1233	0.06581434899
1234	0.0657893928
1235	0.06577716266
1236	0.06577023511
1237	0.06574966827
1238	0.06573193194
1239	0.0657167475
1240	0.06570513396
1241	0.06569479943
1242	0.06567936274
1243	0.0656705601
1244	0.06565426911
1245	0.06563790375
1246	0.06562120393
1247	0.06560718619
1248	0.06559310339
1249	0.06557883767
1250	0.06556814982
1251	0.06554336107
1252	0.06551304875
1253	0.06549966597
1254	0.06548588923
1255	0.06547181377
1256	0.06545970861
1257	0.06545250554
1258	0.06543992704
1259	0.06542329473
1260	0.065403599
1261	0.06538509647
1262	0.06537262013
1263	0.06536148113
1264	0.06534793815
1265	0.06533089002
1266	0.06531431214
1267	0.06530031999
1268	0.06528602185
1269	0.06527393205
1270	0.06525364173
1271	0.06524856854
1272	0.06523697403
1273	0.06522616355
1274	0.06521305485
1275	0.06519708048
1276	0.06517053365
1277	0.06515350378
1278	0.06514671232
1279	0.06513421297
1280	0.06511592298
1281	0.06510230804
1282	0.06508229155
1283	0.06506295367
1284	0.06505126145
1285	0.06503687449
1286	0.06502619927
1287	0.06500759347
1288	0.06499553938
1289	0.06498007444
1290	0.06496784202
1291	0.06494523901
1292	0.06492437696
1293	0.06491690685
1294	0.06489956644
1295	0.06488612284
1296	0.06486895856
1297	0.06484576651
1298	0.06483180498
1299	0.06482345798
1300	0.06481116094
1301	0.06478351209
1302	0.06477291952
1303	0.0647581603
1304	0.06473797426
1305	0.06472919954
1306	0.0647148404
1307	0.06469979205
1308	0.06468291507
1309	0.06467054446
1310	0.06465370108
1311	0.06463346597
1312	0.06461337067
1313	0.06459080337
1314	0.06457545663
1315	0.06454786937
1316	0.06453401523
1317	0.06452164427
1318	0.06450304278
1319	0.06448723284
1320	0.06446882721
1321	0.06445720156
1322	0.06444055176
1323	0.06443016882
1324	0.06441668822
1325	0.06440502832
1326	0.06437678309
1327	0.06436832964
1328	0.06435764751
1329	0.06434186537
1330	0.06433379432
1331	0.06432215962
1332	0.06431206931
1333	0.06429484454
1334	0.06428060763
1335	0.06426554337
1336	0.06425207161
1337	0.06424121678
1338	0.06422408636
1339	0.06420560485
1340	0.06419199825
1341	0.06417996413
1342	0.06416758463
1343	0.06415622582
1344	0.06414242958
1345	0.06413342064
1346	0.06411897285
1347	0.0641004977
1348	0.06408879373
1349	0.06407524419
1350	0.0640565348
1351	0.06403686002
1352	0.06402567227
1353	0.0640117971
1354	0.06398590038
1355	0.06397272233
1356	0.06395570497
1357	0.06394743065
1358	0.0639399898
1359	0.06392762675
1360	0.06391178592
1361	0.06390209442
1362	0.06389296463
1363	0.06387632855
1364	0.06386182199
1365	0.06384705504
1366	0.0638340021
1367	0.06382021079
1368	0.06381003262
1369	0.06379625759
1370	0.06378629595
1371	0.06377325919
1372	0.06376112841
1373	0.06374609173
1374	0.06373064155
1375	0.06371489697
1376	0.06370257389
1377	0.0636917244
1378	0.06367365303
1379	0.06366299009
1380	0.06363697807
1381	0.06362351001
1382	0.06361259636
1383	0.06359797933
1384	0.06358847075
1385	0.06356662991
1386	0.06354844132
1387	0.06353793897
1388	0.06352131423
1389	0.06350472558
1390	0.06348943282
1391	0.06347836486
1392	0.06346800069
1393	0.06345665046
1394	0.0634341286
1395	0.06342021279
1396	0.06339952598
1397	0.06338474002
1398	0.06336399475
1399	0.06335181034
1400	0.06333924356
1401	0.06332643118
1402	0.06330834375
1403	0.06329427714
1404	0.06328019614
1405	0.06326578149
1406	0.0632565049
1407	0.06324893334
1408	0.06323942457
1409	0.06322388304
1410	0.06321460665
1411	0.0631992233
1412	0.06318694175
1413	0.06316861148
1414	0.0631576656
1415	0.06314581995
1416	0.06313627913
1417	0.06312115014
1418	0.0631079371
1419	0.06309468679
1420	0.06308070648
1421	0.06305393288
1422	0.06304011399
1423	0.06301515147
1424	0.06299697162
1425	0.06298163158
1426	0.06296239414
1427	0.06294660311
1428	0.06293138808
1429	0.062922878
1430	0.0629126088
1431	0.06289871703
1432	0.06288975591
1433	0.06287445015
1434	0.06286207961
1435	0.06285194482
1436	0.06283048763
1437	0.06282033392
1438	0.06281074691
1439	0.0627976357
1440	0.06278473508
1441	0.06277339259
1442	0.06276018322
1443	0.06274732415
1444	0.06273079705
1445	0.06271864111
1446	0.06270834708
1447	0.06269531836
1448	0.06267929337
1449	0.06266703662
1450	0.062647833
1451	0.06263468902
1452	0.06262208329
1453	0.06260924123
1454	0.0625968889
1455	0.06258550486
1456	0.06257166417
1457	0.06255766855
1458	0.06254899279
1459	0.06254043854
1460	0.06252856796
1461	0.06251611717
1462	0.06250687699
1463	0.06249858356
1464	0.06249148582
1465	0.06247817939
1466	0.06246564476
1467	0.06244712801
1468	0.06243612293
1469	0.06241687511
1470	0.06240440923
1471	0.06239500969
1472	0.06237846334
1473	0.06235317809
1474	0.06234064459
1475	0.06233231033
1476	0.06232237788
1477	0.06230814461
1478	0.06229432406
1479	0.0622828132
1480	0.06227134479
1481	0.0622614868
1482	0.0622478881
1483	0.06224006224
1484	0.06222851602
1485	0.06221715728
1486	0.06220875247
1487	0.06219620148
1488	0.06218149578
1489	0.06217006952
1490	0.06215709636
1491	0.0621351806
1492	0.06211550293
1493	0.06210306423
1494	0.0620921904
1495	0.06207906581
1496	0.06207162566
1497	0.06205733708
1498	0.06204483082
1499	0.06203238767
1500	0.06201474324
1501	0.06199478989
