iter	Passed	Remaining
160	683	3562
161	688	3559
162	692	3558
163	699	3567
164	706	3572
165	711	3572
166	715	3569
167	721	3571
168	725	3569
169	731	3570
170	736	3572
171	741	3571
172	747	3572
173	752	3570
174	757	3572
175	763	3572
176	768	3571
177	772	3565
178	776	3560
179	780	3555
180	784	3550
181	788	3546
182	793	3540
183	797	3536
184	801	3531
185	805	3525
186	809	3519
187	813	3513
188	817	3508
189	821	3503
190	826	3498
191	830	3492
192	834	3488
193	838	3482
194	842	3476
195	845	3470
196	850	3465
197	854	3459
198	857	3452
199	861	3446
200	865	3442
201	869	3436
202	873	3429
203	877	3422
204	880	3415
205	884	3409
206	888	3403
207	892	3397
208	896	3391
209	899	3385
210	903	3379
211	907	3373
212	911	3369
213	915	3363
214	920	3359
215	924	3354
216	928	3348
217	931	3341
218	935	3335
219	939	3329
220	943	3324
221	947	3319
222	950	3313
223	954	3307
224	959	3304
225	963	3300
226	967	3295
227	971	3289
228	975	3285
229	980	3280
230	984	3276
231	988	3271
232	992	3267
233	996	3262
234	1000	3257
235	1004	3252
236	1008	3247
237	1012	3241
238	1016	3236
239	1020	3231
240	1024	3226
241	1028	3221
242	1032	3216
243	1036	3211
244	1040	3207
245	1044	3202
246	1049	3198
247	1052	3192
248	1056	3186
249	1059	3179
250	1063	3174
251	1067	3169
252	1071	3163
253	1075	3158
254	1079	3153
255	1083	3149
256	1087	3144
257	1091	3139
258	1095	3134
259	1099	3129
260	1103	3124
261	1107	3120
262	1111	3116
263	1115	3111
264	1120	3106
265	1124	3102
266	1128	3097
267	1132	3092
268	1136	3088
269	1140	3084
270	1144	3079
271	1149	3075
272	1153	3071
273	1157	3066
274	1161	3062
275	1165	3057
276	1169	3052
277	1173	3048
278	1177	3043
279	1182	3039
280	1186	3034
281	1189	3029
282	1194	3025
283	1198	3020
284	1202	3015
285	1206	3010
286	1210	3006
287	1213	3000
288	1217	2995
289	1221	2990
290	1225	2986
291	1230	2982
292	1234	2979
293	1238	2974
294	1242	2970
295	1246	2965
296	1250	2960
297	1255	2957
298	1258	2951
299	1262	2946
300	1267	2942
301	1271	2938
302	1275	2934
303	1279	2930
304	1284	2925
305	1287	2920
306	1292	2916
307	1296	2911
308	1300	2907
309	1304	2903
310	1308	2899
311	1312	2895
312	1317	2890
313	1321	2886
314	1325	2882
315	1329	2876
316	1332	2872
317	1337	2868
318	1341	2863
319	1345	2859
320	1349	2854
321	1353	2849
322	1357	2845
323	1361	2840
324	1365	2835
325	1368	2830
326	1372	2825
327	1376	2820
328	1380	2815
329	1384	2810
330	1388	2806
331	1392	2801
332	1396	2796
333	1400	2792
334	1404	2788
335	1409	2784
336	1413	2780
337	1416	2775
338	1420	2770
339	1424	2765
340	1428	2761
341	1433	2757
342	1437	2753
343	1441	2748
344	1445	2744
345	1449	2740
346	1453	2735
347	1457	2731
348	1462	2727
349	1466	2723
350	1470	2718
351	1474	2714
352	1479	2710
353	1483	2706
354	1487	2702
355	1491	2698
356	1496	2694
357	1500	2691
358	1505	2687
359	1509	2683
360	1513	2679
361	1517	2675
362	1522	2670
363	1526	2667
364	1530	2663
365	1535	2660
366	1539	2655
367	1544	2652
368	1549	2649
369	1553	2645
370	1557	2641
371	1562	2637
372	1566	2633
373	1570	2629
374	1575	2625
375	1579	2621
376	1584	2618
377	1588	2613
378	1592	2609
379	1596	2605
380	1601	2601
381	1605	2597
382	1610	2593
383	1614	2589
384	1618	2585
385	1622	2581
386	1627	2577
387	1631	2573
388	1636	2569
389	1640	2565
390	1644	2562
391	1649	2558
392	1653	2554
393	1658	2550
394	1662	2546
395	1666	2542
396	1671	2538
397	1675	2534
398	1680	2530
399	1684	2527
400	1688	2522
401	1693	2519
402	1697	2515
403	1702	2511
404	1706	2507
405	1711	2503
406	1715	2499
407	1720	2495
408	1724	2491
409	1728	2487
410	1732	2483
411	1737	2479
412	1741	2474
413	1745	2470
414	1749	2466
415	1753	2462
416	1758	2458
417	1762	2454
418	1766	2449
419	1771	2445
420	1775	2441
421	1779	2437
422	1784	2434
423	1788	2430
424	1792	2425
425	1797	2421
426	1801	2417
427	1805	2413
428	1810	2409
429	1815	2406
430	1819	2401
431	1823	2397
432	1827	2393
433	1832	2389
434	1836	2385
435	1840	2381
436	1845	2377
437	1849	2372
438	1853	2368
439	1858	2365
440	1862	2361
441	1866	2356
442	1871	2352
443	1875	2348
444	1880	2344
445	1884	2340
446	1888	2336
447	1892	2332
448	1897	2328
449	1901	2323
450	1905	2320
451	1910	2315
452	1914	2311
453	1918	2307
454	1923	2303
455	1927	2299
456	1931	2295
457	1935	2290
458	1939	2286
459	1944	2282
460	1948	2278
461	1952	2273
462	1957	2270
463	1961	2265
464	1965	2261
465	1970	2257
466	1974	2253
467	1978	2249
468	1982	2244
469	1987	2240
470	1991	2236
471	1996	2233
472	2000	2229
473	2005	2225
474	2009	2221
475	2013	2216
476	2018	2213
477	2023	2209
478	2027	2205
479	2031	2200
480	2036	2196
481	2040	2192
482	2044	2188
483	2048	2184
484	2052	2179
485	2057	2175
486	2061	2171
487	2065	2167
488	2070	2163
489	2074	2159
490	2079	2155
491	2083	2151
492	2087	2147
493	2092	2143
494	2096	2138
495	2101	2134
496	2105	2130
497	2109	2126
498	2114	2122
499	2118	2118
500	2123	2114
501	2127	2110
502	2132	2106
503	2136	2102
504	2141	2098
505	2145	2094
506	2149	2090
507	2154	2086
508	2158	2082
509	2162	2077
510	2166	2073
511	2170	2069
512	2175	2065
513	2179	2060
514	2184	2057
515	2188	2052
516	2193	2048
517	2197	2044
518	2201	2040
519	2206	2036
520	2210	2032
521	2214	2028
522	2219	2023
523	2223	2019
524	2227	2015
525	2231	2011
526	2235	2006
527	2239	2001
528	2243	1997
529	2248	1993
530	2252	1989
531	2257	1985
532	2261	1981
533	2265	1977
534	2270	1973
535	2274	1968
536	2278	1964
537	2283	1960
538	2287	1956
539	2291	1951
540	2295	1947
541	2299	1942
542	2303	1938
543	2308	1934
544	2312	1930
545	2316	1926
546	2321	1922
547	2325	1918
548	2330	1914
549	2334	1910
550	2339	1906
551	2342	1901
552	2347	1897
553	2351	1893
554	2356	1889
555	2360	1884
556	2364	1880
557	2369	1876
558	2373	1872
559	2377	1868
560	2381	1863
561	2385	1859
562	2390	1855
563	2394	1850
564	2398	1846
565	2403	1842
566	2407	1838
567	2411	1834
568	2416	1830
569	2420	1825
570	2424	1821
571	2429	1817
572	2433	1813
573	2438	1809
574	2442	1805
575	2446	1800
576	2450	1796
577	2455	1792
578	2459	1788
579	2463	1783
580	2468	1780
581	2472	1775
582	2476	1771
583	2481	1767
584	2485	1763
585	2489	1759
586	2494	1754
587	2498	1750
588	2502	1746
589	2506	1741
590	2511	1737
591	2515	1733
592	2519	1729
593	2523	1725
594	2528	1721
595	2532	1716
596	2536	1712
597	2541	1708
598	2545	1703
599	2549	1699
600	2554	1695
601	2558	1691
602	2562	1687
603	2567	1683
604	2571	1678
605	2576	1674
606	2580	1670
607	2584	1666
608	2588	1662
609	2593	1658
610	2597	1653
611	2602	1649
612	2606	1645
613	2610	1641
614	2614	1636
615	2619	1632
616	2624	1628
617	2628	1624
618	2632	1620
619	2636	1616
620	2641	1611
621	2645	1607
622	2649	1603
623	2653	1599
624	2658	1594
625	2662	1590
626	2667	1586
627	2672	1582
628	2676	1578
629	2680	1574
630	2685	1570
631	2689	1566
632	2693	1561
633	2698	1557
634	2702	1553
635	2706	1549
636	2711	1545
637	2715	1540
638	2719	1536
639	2724	1532
640	2728	1528
641	2732	1523
642	2737	1519
643	2741	1515
644	2745	1511
645	2750	1506
646	2754	1502
647	2758	1498
648	2762	1494
649	2767	1489
650	2771	1485
651	2775	1481
652	2780	1477
653	2784	1473
654	2788	1468
655	2793	1464
656	2797	1460
657	2801	1456
658	2805	1451
659	2809	1447
660	2813	1443
661	2817	1438
662	2822	1434
663	2826	1430
664	2831	1426
665	2835	1421
666	2839	1417
667	2844	1413
668	2848	1409
669	2852	1405
670	2857	1400
671	2861	1396
672	2865	1392
673	2870	1388
674	2874	1383
675	2878	1379
676	2882	1375
677	2887	1371
678	2891	1366
679	2896	1362
680	2900	1358
681	2905	1354
682	2910	1350
683	2914	1346
684	2918	1342
685	2923	1338
686	2928	1334
687	2932	1329
688	2937	1326
689	2942	1322
690	2948	1318
691	2953	1314
692	2958	1310
693	2962	1306
694	2967	1302
695	2972	1298
696	2977	1294
697	2982	1290
698	2987	1286
699	2992	1282
700	2996	1278
701	3001	1274
702	3006	1270
703	3011	1266
704	3015	1261
705	3020	1257
706	3024	1253
707	3030	1249
708	3035	1245
709	3040	1241
710	3045	1237
711	3050	1233
712	3055	1229
713	3060	1225
714	3065	1221
715	3069	1217
716	3074	1213
717	3079	1209
718	3084	1205
719	3088	1201
720	3093	1197
721	3098	1193
722	3103	1189
723	3109	1185
724	3113	1181
725	3118	1177
726	3123	1172
727	3127	1168
728	3132	1164
729	3137	1160
730	3142	1156
731	3146	1152
732	3151	1148
733	3156	1143
734	3161	1139
735	3166	1135
736	3171	1131
737	3176	1127
738	3180	1123
739	3185	1119
740	3190	1115
741	3194	1110
742	3199	1106
743	3204	1102
744	3209	1098
745	3214	1094
746	3219	1090
747	3224	1086
748	3228	1082
749	3233	1077
750	3238	1073
751	3242	1069
752	3247	1065
753	3251	1060
754	3256	1056
755	3260	1052
756	3265	1048
757	3269	1043
758	3275	1040
759	3280	1035
760	3285	1031
761	3290	1027
762	3294	1023
763	3298	1019
764	3303	1014
765	3308	1010
766	3312	1006
767	3316	1001
768	3320	997
769	3324	993
770	3329	989
771	3334	984
772	3339	980
773	3343	976
774	3348	972
775	3352	967
776	3357	963
777	3362	959
778	3367	955
779	3372	951
780	3377	947
781	3382	942
782	3386	938
783	3391	934
784	3396	930
785	3400	925
786	3404	921
787	3408	917
788	3412	912
789	3416	908
790	3421	903
791	3425	899
792	3430	895
793	3435	891
794	3440	887
795	3444	882
796	3449	878
797	3453	874
798	3459	870
799	3464	866
800	3469	862
801	3474	857
802	3479	853
803	3484	849
804	3489	845
805	3494	841
806	3499	836
807	3503	832
808	3508	828
809	3513	824
810	3519	820
811	3524	815
812	3528	811
813	3533	807
814	3539	803
815	3544	799
816	3549	795
817	3554	790
818	3560	786
819	3566	782
820	3572	778
821	3577	774
822	3583	770
823	3604	769
824	3614	766
825	3623	763
826	3628	759
827	3634	754
828	3639	750
829	3645	746
830	3652	742
831	3658	738
832	3663	734
833	3668	730
834	3673	725
835	3679	721
836	3684	717
837	3688	713
838	3692	708
839	3697	704
840	3701	699
841	3706	695
842	3710	691
843	3715	686
844	3720	682
845	3725	678
846	3730	673
847	3735	669
848	3740	665
849	3745	660
850	3750	656
851	3756	652
852	3761	648
853	3766	643
854	3771	639
855	3776	635
856	3781	631
857	3786	626
858	3791	622
859	3796	618
860	3802	613
861	3807	609
862	3812	605
863	3817	600
864	3822	596
865	3827	592
866	3833	588
867	3838	583
868	3843	579
869	3847	574
870	3853	570
871	3858	566
872	3862	561
873	3868	557
874	3872	553
875	3876	548
876	3881	544
877	3885	539
878	3890	535
879	3895	531
880	3900	526
881	3905	522
882	3911	518
883	3918	514
884	3925	510
885	3931	505
886	3937	501
887	3944	497
888	3949	493
889	3954	488
890	3960	484
891	3965	480
892	3971	475
893	3976	471
894	3983	467
895	3988	463
896	3994	458
897	4001	454
898	4007	450
899	4012	445
900	4017	441
901	4021	436
902	4027	432
903	4032	428
904	4037	423
905	4042	419
906	4048	415
907	4054	410
908	4059	406
909	4065	402
910	4070	397
911	4075	393
912	4080	388
913	4084	384
914	4090	379
915	4094	375
916	4099	371
917	4103	366
918	4108	362
919	4112	357
920	4117	353
921	4121	348
922	4125	344
923	4129	339
924	4134	335
925	4138	330
926	4143	326
927	4147	321
928	4151	317
929	4156	312
930	4160	308
931	4164	303
932	4169	299
933	4173	294
934	4177	290
935	4181	285
936	4186	281
937	4190	276
938	4194	272
939	4198	267
940	4203	263
941	4207	259
942	4212	254
943	4216	250
944	4220	245
945	4225	241
946	4229	236
947	4233	232
948	4237	227
949	4242	223
950	4246	218
951	4251	214
952	4255	209
953	4260	205
954	4264	200
955	4269	196
956	4274	192
957	4278	187
958	4282	183
959	4287	178
960	4291	174
961	4295	169
962	4299	165
963	4303	160
964	4307	156
965	4311	151
966	4315	147
967	4319	142
968	4323	138
969	4328	133
970	4332	129
971	4336	124
972	4340	120
973	4344	115
974	4349	111
975	4352	107
976	4356	102
977	4360	98
978	4364	93
979	4368	89
980	4372	84
981	4375	80
982	4379	75
983	4383	71
984	4387	66
985	4391	62
986	4395	57
987	4399	53
988	4403	48
989	4408	44
990	4412	40
991	4417	35
992	4421	31
993	4425	26
994	4430	22
995	4435	17
996	4439	13
997	4443	8
998	4448	4
999	4453	0
